freq_Hz,S11_dB,S21_dB
1.059598750000000000e+09,-1.225455658330351838e+01,-2.772366567585341501e-01
1.063973125000000000e+09,-1.222657599742502832e+01,-2.791777194172906373e-01
1.068347500000000000e+09,-1.219866021988110383e+01,-2.810991034555960222e-01
1.072721875000000000e+09,-1.217080715115276135e+01,-2.830009626014939328e-01
1.077096250000000000e+09,-1.214301478340252416e+01,-2.848835622991915395e-01
1.081470625000000000e+09,-1.211528119950100724e+01,-2.867472777357207292e-01
1.085845000000000000e+09,-1.208760457173626612e+01,-2.885925914468626674e-01
1.090219375000000000e+09,-1.205998316021568861e+01,-2.904200905175672864e-01
1.094593750000000000e+09,-1.203241531097125616e+01,-2.922304633934833529e-01
1.098968125000000000e+09,-1.200489945378072321e+01,-2.940244963217702456e-01
1.103342500000000000e+09,-1.197743409971756812e+01,-2.958030694403336880e-01
1.107716875000000000e+09,-1.195001783844448084e+01,-2.975671525362082459e-01
1.112091250000000000e+09,-1.192264933526541171e+01,-2.993178004945026283e-01
1.116465625000000000e+09,-1.189532732795250070e+01,-3.010561484607208182e-01
1.120840000000000000e+09,-1.186805062336478400e+01,-3.027834067397429108e-01
1.125214375000000000e+09,-1.184081809387654260e+01,-3.045008554559288649e-01
1.129588750000000000e+09,-1.181362867363354496e+01,-3.062098389992033431e-01
1.133963125000000000e+09,-1.178648135465609315e+01,-3.079117602827381450e-01
1.138337500000000000e+09,-1.175937518280842475e+01,-3.096080748381767611e-01
1.142711875000000000e+09,-1.173230925365396082e+01,-3.113002847748116420e-01
1.147086250000000000e+09,-1.170528270821681360e+01,-3.129899326292920336e-01
1.151460625000000000e+09,-1.167829472866953111e+01,-3.146785951326733222e-01
1.155835000000000000e+09,-1.165134453396767000e+01,-3.163678769214839925e-01
1.160209375000000000e+09,-1.162443137545139393e+01,-3.180594042196335236e-01
1.164583750000000000e+09,-1.159755453243471024e+01,-3.197548185175553837e-01
1.168958125000000000e+09,-1.157071330780235385e+01,-3.214557702748854773e-01
1.173332500000000000e+09,-1.154390702363427224e+01,-3.231639126724545341e-01
1.177706875000000000e+09,-1.151713501687745023e+01,-3.248808954389569847e-01
1.182081250000000000e+09,-1.149039663508416531e+01,-3.266083587769342267e-01
1.186455625000000000e+09,-1.146369123223556130e+01,-3.283479274122611535e-01
